Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
13.31934536,8.225000381,30.53750038,22.0
13.32941155,9.100000381,30.67500114,21.55000114
13.33947931,10.13749981,30.375,21.39999962
13.34954619,10.71250057,29.625,21.38750076
13.35961041,11.01249981,29.625,21.38750076
13.36967598,11.16250038,29.625,21.23750114
13.37974254,11.3125,29.32500076,20.76250076
13.38980504,12.05000019,29.30000114,20.9375
13.399869,12.625,29.0,21.70000076
13.40993515,12.92500019,28.70000076,21.08749962
13.42000155,12.80000019,28.57500076,20.76250076
13.43006848,13.375,27.97500038,21.0625
13.44013202,13.82499981,27.82500076,21.23750114
13.45019983,13.52500057,27.67500114,21.21249962
13.46026687,13.25,27.38750076,21.36250114
13.47033504,12.21250057,27.38750076,21.66250038
13.48040051,11.33750057,27.26250076,21.5
13.49046858,10.73750019,27.86250114,22.58749962
13.50053405,10.0,28.16250038,23.67500114
13.51060161,8.675000191,27.57500076,23.64999962
13.52066989,7.212500095,28.02499962,23.64999962
13.53073926,5.724999905,28.20000076,24.39999962
13.54080556,4.412499905,27.48750114,24.6875
13.55087249,2.674999952,27.35000038,24.83749962
13.56094036,1.1875,27.52499962,26.20000076
13.57100739,0.01250000019,27.52499962,26.67500114
13.58107843,-1.0,27.08749962,26.80000114
13.59114478,-1.600000024,27.6875,27.73750114
13.60121301,-2.337500095,26.66250038,27.875
13.61127754,-3.5,25.80000114,27.98750114
13.62134447,-5.412499905,26.26250076,27.83749962
13.63141124,-5.837500095,26.11250114,28.28750038
13.6414789,-5.987500191,25.38750076,28.88750076
13.65154718,-7.025000095,25.10000038,29.48750114
13.66161296,-7.474999905,25.6875,29.64999962
13.67167884,-7.325000286,25.83749962,30.125
13.68174312,-7.025000095,25.53750038,30.88750076
13.69180614,-7.325000286,25.25,30.88750076
13.70187213,-7.75,24.95000076,30.72500038
13.71193728,-7.474999905,25.6875,30.73750114
13.72200416,-7.037499905,26.71249962,30.28750038
13.73206827,-7.325000286,26.4375,30.13750076
13.74213426,-7.175000191,25.98750114,30.4375
13.75220322,-7.037499905,26.26250076,30.91250038
13.76226983,-6.887500286,26.41250038,31.22500038
13.77233718,-7.037499905,26.26250076,30.58749962
13.78240364,-7.325000286,26.5625,30.61250114
13.79246707,-7.1875,26.71249962,30.91250038
13.80253233,-6.737500191,27.30000114,30.625
13.81259515,-6.762500286,27.60000038,30.3125
13.82265947,-6.887500286,27.75,29.86250114
13.83272728,-7.1875,27.89999962,29.6875
13.84279369,-7.787499905,28.35000038,30.47500038
13.85286025,-8.675000191,29.10000038,30.01250076
13.8629277,-9.100000381,28.0625,29.07500076
13.87299291,-9.387499809,27.63750076,29.82500076
13.88305911,-9.400000572,28.36250114,30.46249962
13.89312676,-8.675000191,28.0625,30.61250114
13.90319567,-8.650000572,27.46249962,31.07500076
13.91326077,-8.525000572,27.46249962,30.91250038
13.92332551,-8.650000572,26.88750076,31.67500114
13.93339056,-9.237500191,26.73750114,31.97500038
13.94345312,-10.11250019,26.14999962,31.96249962
13.9535139,-10.85000038,25.42500114,32.41250229
13.96357744,-10.41250038,25.72500038,32.5625
13.97364499,-10.85000038,24.83749962,33.77500153
13.98370629,-11.5625,23.8125,34.0625
13.9937715,-11.27500057,23.375,34.0625
14.00383614,-11.6875,22.20000076,34.1875
14.01390004,-11.98750019,22.5,34.51250076
14.02396416,-11.5625,22.5,34.8125
14.0340302,-11.71250057,22.5,34.66250229
14.04409666,-12.01249981,22.92500114,34.51250076
14.05416478,-11.86250019,22.92500114,34.66250229
14.06423041,-10.82499981,22.77499962,34.97500229
14.07429348,-10.22500038,22.17500114,35.125
14.08435905,-10.22500038,21.72500038,35.125
14.09442348,-10.07499981,21.45000076,35.57500076
14.10448671,-9.925000191,21.14999962,35.875
14.11455567,-9.925000191,21.42500114,35.42499924
14.12462098,-9.650000572,21.57500076,35.57500076
14.13468858,-9.350000381,21.72500038,35.60000229
14.14475213,-9.650000572,22.17500114,35.125
14.15482114,-9.212500572,22.76250076,34.67499924
14.16488593,-8.037500381,23.1875,34.54999924
14.17495723,-8.1875,23.625,34.71250153
14.18502489,-7.175000191,24.35000038,34.73749924
