"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.377062562E1,1.251249981E1,1.785000038E1,6.650000095E0
5.378069452E1,1.310000038E1,1.800000000E1,6.175000191E0
5.379076358E1,1.367500019E1,1.800000000E1,5.875000000E0
5.380083015E1,1.397500038E1,1.785000038E1,5.575000286E0
5.381089608E1,1.385000038E1,1.681250000E1,5.712500095E0
5.382096426E1,1.355000019E1,1.681250000E1,6.312500000E0
5.383103041E1,1.369999981E1,1.696249962E1,6.325000286E0
5.384109655E1,1.442500019E1,1.651250076E1,5.712500095E0
5.385116358E1,1.531250000E1,1.635000038E1,4.937500000E0
5.386123067E1,1.606250000E1,1.546250057E1,4.450000286E0
5.387129374E1,1.666250038E1,1.516250038E1,4.150000095E0
5.388136181E1,1.681250000E1,1.531250000E1,3.850000143E0
5.389142780E1,1.606250000E1,1.576249981E1,3.237499952E0
5.390149510E1,1.606250000E1,1.591250038E1,2.612499952E0
5.391156635E1,1.681250000E1,1.546250057E1,2.299999952E0
5.392163733E1,1.723750114E1,1.544999981E1,2.150000095E0
5.393170546E1,1.723750114E1,1.590000057E1,1.850000024E0
5.394177374E1,1.723750114E1,1.605000114E1,1.225000024E0
5.395183728E1,1.696249962E1,1.561250019E1,6.125000119E-1
5.396190260E1,1.711250114E1,1.501249981E1,-3.250000179E-1
5.397196702E1,1.697500038E1,1.458750057E1,-1.112500072E0
5.398203327E1,1.711250114E1,1.486250019E1,-1.262500048E0
5.399210103E1,1.741250038E1,1.501249981E1,-1.712499976E0
5.400217051E1,1.697500038E1,1.488749981E1,-1.737500072E0
5.401223645E1,1.697500038E1,1.488749981E1,-2.037500143E0
5.402230077E1,1.697500038E1,1.488749981E1,-1.887500048E0
5.403236577E1,1.726250076E1,1.501249981E1,-2.037500143E0
5.404243296E1,1.756250000E1,1.471250057E1,-2.037500143E0
5.405250119E1,1.726250076E1,1.471250057E1,-1.262500048E0
5.406256822E1,1.712500000E1,1.458750057E1,-1.737500072E0
5.407263369E1,1.726250076E1,1.486250019E1,-2.037500143E0
5.408270036E1,1.697500038E1,1.443750000E1,-1.112500072E0
5.409276405E1,1.622500038E1,1.458750057E1,-6.625000238E-1
5.410282879E1,1.535000038E1,1.563749981E1,-3.499999940E-1
5.411289567E1,1.461250019E1,1.548750019E1,5.749999881E-1
5.412296405E1,1.490000057E1,1.593750000E1,1.062500000E0
5.413303634E1,1.517500019E1,1.621249962E1,1.825000048E0
5.414310858E1,1.444999981E1,1.696249962E1,2.462500095E0
5.415317775E1,1.341250038E1,1.726250076E1,3.087500095E0
5.416324520E1,1.266250038E1,1.726250076E1,4.300000191E0
5.417331244E1,1.208750057E1,1.771249962E1,4.625000000E0
5.418337895E1,1.133750057E1,1.771249962E1,5.075000286E0
5.419344233E1,1.148750019E1,1.756250000E1,5.687500000E0
5.420351020E1,1.206250000E1,1.771249962E1,6.325000286E0
5.421357676E1,1.206250000E1,1.800000000E1,6.950000286E0
5.422364140E1,1.146250057E1,1.845000076E1,6.800000191E0
5.423370843E1,1.103750038E1,1.875000000E1,7.262500286E0
5.424377608E1,1.043750000E1,1.876250076E1,8.337500572E0
5.425384431E1,1.000000000E1,1.891250038E1,8.187500000E0
5.426391150E1,9.400000572E0,1.921249962E1,8.187500000E0
5.427397937E1,9.100000381E0,1.980000114E1,9.125000000E0
5.428404884E1,9.100000381E0,1.995000076E1,9.125000000E0
5.429411640E1,8.225000381E0,2.026250076E1,8.037500381E0
5.430418270E1,6.762500286E0,2.056250000E1,7.099999905E0
5.431424874E1,5.875000000E0,2.028750038E1,7.099999905E0
5.432431655E1,5.875000000E0,2.058749962E1,7.862500191E0
5.433438405E1,5.275000095E0,2.103750038E1,8.187500000E0
5.434445166E1,5.275000095E0,2.118750000E1,8.187500000E0
5.435452098E1,5.000000000E0,2.118750000E1,7.412499905E0
5.436458968E1,4.262500286E0,2.105000114E1,6.925000191E0
5.437465900E1,3.362499952E0,2.120000076E1,7.550000191E0
5.438472228E1,3.062500000E0,2.178750038E1,8.337500572E0
5.439479020E1,2.912500143E0,2.193750000E1,8.800000191E0
5.440485499E1,3.062500000E0,2.193750000E1,9.250000000E0
5.441491968E1,2.337500095E0,2.195000076E1,9.574999809E0
5.442498213E1,1.300000072E0,2.268750000E1,9.574999809E0
5.443504707E1,1.737500072E0,2.298750114E1,9.574999809E0
5.444511207E1,1.737500072E0,2.313750076E1,1.021250057E1
5.445517989E1,1.287500024E0,2.343750000E1,1.112500000E1
5.446524348E1,8.500000238E-1,2.313750076E1,1.157499981E1
5.447530827E1,6.999999881E-1,2.313750076E1,1.219999981E1
5.448537624E1,9.875000119E-1,2.298750114E1,1.296250057E1
5.449544385E1,6.999999881E-1,2.283749962E1,1.328750038E1
5.450550879E1,5.500000119E-1,2.283749962E1,1.390000057E1
5.451557478E1,6.999999881E-1,2.253750038E1,1.435000038E1
5.452564483E1,6.999999881E-1,2.238750076E1,1.482499981E1
5.453571233E1,9.875000119E-1,2.180000114E1,1.497500038E1
5.454577150E1,1.137500048E0,2.164999962E1,1.512500000E1
5.455583786E1,6.999999881E-1,2.195000076E1,1.465000057E1
5.456590765E1,4.000000060E-1,2.239999962E1,1.465000057E1
5.457598129E1,4.000000060E-1,2.253750038E1,1.465000057E1
5.458605062E1,1.287500024E0,2.208749962E1,1.450000000E1
5.459612020E1,1.587499976E0,2.208749962E1,1.512500000E1
5.460618770E1,1.562500000E0,2.281250000E1,1.528750038E1
5.461625749E1,1.412500024E0,2.281250000E1,1.576249981E1
5.462632660E1,6.999999881E-1,2.180000114E1,1.636250114E1
5.463639275E1,8.500000238E-1,2.120000076E1,1.648750114E1
5.464646119E1,8.375000358E-1,2.195000076E1,1.621249962E1
5.465653692E1,4.000000060E-1,2.210000038E1,1.603750038E1
5.466659483E1,1.000000015E-1,2.195000076E1,1.603750038E1
5.467665874E1,-1.749999970E-1,2.152499962E1,1.648750114E1
5.468672114E1,-2.500000037E-2,2.107500076E1,1.663750076E1
5.469678536E1,1.000000015E-1,2.122500038E1,1.696249962E1
5.470684697E1,-3.250000179E-1,2.137500000E1,1.711250114E1
5.471691233E1,-4.749999940E-1,2.092500114E1,1.726250076E1
5.472697812E1,-4.749999940E-1,2.092500114E1,1.817500114E1
5.473704468E1,-6.250000000E-1,2.107500076E1,1.817500114E1
5.474710817E1,-4.749999940E-1,2.062500000E1,1.910000038E1
5.475717187E1,-3.250000179E-1,2.018750000E1,1.986250114E1
5.476723983E1,-7.624999881E-1,1.988750076E1,1.970000076E1
5.477730676E1,-4.749999940E-1,2.033749962E1,1.971249962E1
5.478737249E1,4.000000060E-1,2.032500076E1,1.988750076E1
5.479743931E1,-1.749999970E-1,2.018750000E1,1.956250000E1
5.480750416E1,-1.062500000E0,2.063750076E1,1.910000038E1
5.481756890E1,-1.062500000E0,2.063750076E1,1.895000076E1
5.482763588E1,-1.062500000E0,2.033749962E1,1.877499962E1
5.483769890E1,-1.787500024E0,2.036250114E1,1.846249962E1
5.484776536E1,-2.237499952E0,2.066250038E1,1.831250000E1
5.485783051E1,-1.512500048E0,2.063750076E1,1.832500076E1
5.486789004E1,-1.212499976E0,2.033749962E1,1.877499962E1
5.487795640E1,-7.750000358E-1,2.063750076E1,1.895000076E1
5.488802510E1,-1.749999970E-1,2.092500114E1,1.926250076E1
5.489809530E1,-2.000000030E-1,2.122500038E1,1.943750000E1
5.490816296E1,-5.000000075E-2,2.164999962E1,1.958749962E1
5.491822744E1,2.500000000E-1,2.150000000E1,1.928750038E1
5.492829780E1,6.875000000E-1,2.135000038E1,1.913750076E1
5.493836166E1,1.712499976E0,2.133749962E1,1.975000000E1
5.494842796E1,2.725000143E0,2.176250076E1,2.008749962E1
5.495849603E1,3.462500095E0,2.235000038E1,2.008749962E1
5.496856056E1,4.337500095E0,2.247500038E1,2.026250076E1
5.497862426E1,5.375000000E0,2.247500038E1,2.042500114E1
5.498868463E1,6.400000095E0,2.231250000E1,2.075000000E1
5.499874739E1,7.562500000E0,2.273750114E1,2.168750000E1
5.500880848E1,8.725000381E0,2.287500000E1,2.155000114E1
5.501886931E1,8.900000572E0,2.168750000E1,2.136250114E1
5.502893452E1,1.036250019E1,2.093750000E1,2.230000114E1
5.503900390E1,1.126249981E1,2.047500038E1,2.260000038E1
5.504907134E1,1.227500057E1,2.032500076E1,2.245000076E1
5.505913676E1,1.300000000E1,2.060000038E1,2.293750000E1
5.506920015E1,1.300000000E1,2.045000076E1,2.401250076E1
5.507926483E1,1.373750019E1,2.045000076E1,2.447500038E1
5.508932994E1,1.594999981E1,2.013750076E1,2.450000000E1
5.509939567E1,1.786250114E1,1.891250038E1,2.464999962E1
5.510946082E1,1.846249962E1,1.861250114E1,2.511250114E1
5.511952489E1,1.888750076E1,1.906250000E1,2.496249962E1
5.512959348E1,1.992500114E1,1.889999962E1,2.560000038E1
5.513966114E1,2.020000076E1,1.860000038E1,2.620000076E1
5.514972957E1,2.050000000E1,1.830000114E1,2.697500038E1
5.515979806E1,2.183749962E1,1.695000076E1,2.788750076E1
5.516986197E1,2.228750038E1,1.651250076E1,2.788750076E1
5.517992853E1,2.256250000E1,1.650000000E1,2.821249962E1
5.518999218E1,2.346249962E1,1.605000114E1,2.836250114E1
5.520005728E1,2.420000076E1,1.531250000E1,2.803750038E1
5.521012108E1,2.464999962E1,1.441250038E1,2.817500114E1
5.522018687E1,2.522500038E1,1.411250019E1,2.896249962E1
5.523024853E1,2.507500076E1,1.441250038E1,2.911250114E1
5.524031098E1,2.522500038E1,1.441250038E1,2.848750114E1
5.525037718E1,2.597500038E1,1.321250057E1,2.863750076E1
5.526044483E1,2.612500000E1,1.278750038E1,2.908749962E1
5.527050536E1,2.627499962E1,1.278750038E1,2.923750114E1
5.528056895E1,2.570000076E1,1.278750038E1,2.938750076E1
5.529063499E1,2.539999962E1,1.278750038E1,2.938750076E1
5.530069885E1,2.510000038E1,1.263749981E1,2.986250114E1
5.531076291E1,2.451250076E1,1.177500057E1,3.028750038E1
5.532082650E1,2.393750000E1,1.147500038E1,3.091250038E1
5.533089108E1,2.333749962E1,1.207499981E1,3.137500000E1
5.534095483E1,2.275000000E1,1.252500057E1,3.137500000E1
5.535101608E1,2.187500000E1,1.252500057E1,3.215000153E1
5.536107963E1,2.068750000E1,1.327500057E1,3.261249924E1
5.537114374E1,1.966250038E1,1.343750000E1,3.215000153E1
5.538121093E1,1.877499962E1,1.301249981E1,3.181250000E1
5.539127838E1,1.864999962E1,1.212500000E1,3.256250000E1
5.540133937E1,1.877499962E1,1.197500038E1,3.335000229E1
5.541140655E1,1.892500114E1,1.226249981E1,3.381250000E1
5.542147062E1,1.907500076E1,1.196250057E1,3.473749924E1
5.543153562E1,1.922500038E1,1.137500000E1,3.456250000E1
5.544160155E1,1.952499962E1,1.137500000E1,3.411249924E1
5.545167260E1,2.011250114E1,1.151249981E1,3.458750153E1
5.546173702E1,2.056250000E1,1.076249981E1,3.488750076E1
5.547180056E1,2.101250076E1,9.875000000E0,3.425000000E1
5.548187249E1,2.188750076E1,9.875000000E0,3.347500229E1
5.549194452E1,2.232500076E1,9.425000191E0,3.410000229E1
5.550201312E1,2.292500114E1,9.125000000E0,3.425000000E1
5.551208025E1,2.410000038E1,8.812500000E0,3.425000000E1
5.552214082E1,2.483749962E1,8.362500191E0,3.441250229E1
5.553220390E1,2.498750114E1,7.925000191E0,3.392499924E1
5.554226510E1,2.573750114E1,7.474999905E0,3.331250000E1
5.555232635E1,2.689999962E1,7.762500286E0,3.286249924E1
5.556239530E1,2.777499962E1,8.037500381E0,3.272500229E1
5.557246431E1,2.851250076E1,8.175000191E0,3.272500229E1
5.558253244E1,2.923750114E1,7.875000000E0,3.227500153E1
5.559260015E1,3.013750076E1,7.724999905E0,3.196249962E1
5.560266504E1,3.027499962E1,8.000000000E0,3.166250038E1
5.561272760E1,3.087500000E1,8.300000191E0,3.058749962E1
5.562279416E1,3.117500114E1,7.849999905E0,2.997500038E1
5.563286041E1,3.132500076E1,7.849999905E0,2.964999962E1
5.564292661E1,3.263750076E1,8.287500381E0,2.845000076E1
5.565299124E1,3.381250000E1,8.412500381E0,2.691250038E1
5.566305624E1,3.454999924E1,8.112500191E0,2.552499962E1
5.567312541E1,3.441250229E1,7.837500095E0,2.473750114E1
5.568319155E1,3.396250153E1,8.137499809E0,2.412500000E1
5.569325780E1,3.515000153E1,8.562500000E0,2.337500000E1
5.570332457E1,3.721250153E1,8.550000191E0,2.262500000E1
5.571339395E1,3.763750076E1,8.100000381E0,2.292500114E1
5.572346426E1,3.691250229E1,8.250000000E0,2.307500076E1
5.573352968E1,3.748749924E1,8.250000000E0,2.277499962E1
5.574359926E1,3.837500000E1,8.074999809E0,2.307500076E1
5.575366838E1,3.807500076E1,8.675000191E0,2.432500076E1
5.576373515E1,3.718750000E1,8.375000000E0,2.492500114E1
5.577380020E1,3.691250229E1,8.100000381E0,2.522500038E1
5.578386900E1,3.691250229E1,7.800000191E0,2.585000038E1
5.579393244E1,3.748749924E1,7.800000191E0,2.693750000E1
5.580399843E1,3.718750000E1,8.375000000E0,2.772500038E1
5.581406733E1,3.673749924E1,8.225000381E0,2.785000038E1
5.582413869E1,3.688750076E1,8.375000000E0,2.802499962E1
5.583420713E1,3.688750076E1,8.675000191E0,2.787500000E1
5.584427843E1,3.717499924E1,8.675000191E0,2.881250000E1
5.585434858E1,3.673749924E1,8.824999809E0,2.848750114E1
5.586441431E1,3.616250229E1,8.675000191E0,2.832500076E1
5.587448614E1,3.601250076E1,8.675000191E0,2.911250114E1
5.588455728E1,3.598749924E1,8.975000381E0,2.957500076E1
5.589463041E1,3.586249924E1,8.975000381E0,2.926250076E1
5.590470135E1,3.526250076E1,9.275000572E0,2.926250076E1
5.591477108E1,3.482500076E1,9.275000572E0,3.002499962E1
5.592483640E1,3.467499924E1,9.150000572E0,3.017500114E1
5.593490150E1,3.452500153E1,8.850000381E0,2.986250114E1
5.594496869E1,3.437500000E1,8.699999809E0,2.938750076E1
5.595503650E1,3.379999924E1,8.862500191E0,2.953750038E1
5.596510525E1,3.379999924E1,9.000000000E0,2.986250114E1
5.597517239E1,3.392499924E1,9.449999809E0,3.017500114E1
5.598524020E1,3.379999924E1,9.449999809E0,2.987500000E1
5.599530291E1,3.365000153E1,9.150000572E0,2.956250000E1
5.600536905E1,3.350000000E1,9.300000191E0,2.908749962E1
5.601543119E1,3.350000000E1,9.162500381E0,2.847500038E1
5.602549515E1,3.379999924E1,9.150000572E0,2.862500000E1
5.603556598E1,3.336249924E1,8.862500191E0,2.830000114E1
5.604563348E1,3.261249924E1,9.162500381E0,2.845000076E1
5.605570098E1,3.261249924E1,9.312500000E0,2.847500038E1
5.606576608E1,3.246250153E1,9.462500572E0,2.862500000E1
5.607583379E1,3.231250000E1,9.762499809E0,2.923750114E1
5.608590134E1,3.246250153E1,9.900000572E0,3.017500114E1
5.609597140E1,3.216250229E1,1.019999981E1,3.047500038E1
5.610603614E1,3.173750114E1,1.005000019E1,3.110000038E1
5.611610103E1,3.098750114E1,1.021250057E1,3.125000000E1
5.612616603E1,2.997500038E1,1.021250057E1,3.107500076E1
5.613623067E1,2.982500076E1,1.021250057E1,3.155000114E1
5.614630088E1,3.055000114E1,1.066250038E1,3.156250000E1
5.615636301E1,3.083749962E1,1.094999981E1,3.141250038E1
5.616642869E1,3.038750076E1,1.140000057E1,3.111250114E1
5.617649317E1,3.096249962E1,1.197500038E1,3.066250038E1
5.618655629E1,3.096249962E1,1.212500000E1,3.036250114E1
5.619662421E1,3.023750114E1,1.212500000E1,3.020000076E1
5.620669254E1,3.038750076E1,1.212500000E1,2.972500038E1
5.621675968E1,3.038750076E1,1.242500019E1,2.927499962E1
5.622682827E1,3.068750000E1,1.272500038E1,2.897500038E1
5.623689124E1,3.111250114E1,1.286250019E1,2.867500114E1
5.624695983E1,3.111250114E1,1.286250019E1,2.852499962E1
5.625702374E1,3.083749962E1,1.287500000E1,2.836250114E1
5.626708827E1,3.096249962E1,1.287500000E1,2.788750076E1
5.627715416E1,3.126250076E1,1.286250019E1,2.773750114E1
5.628722213E1,3.156250000E1,1.272500038E1,2.697500038E1
5.629728827E1,3.229999924E1,1.286250019E1,2.652499962E1
5.630735395E1,3.377500153E1,1.268750000E1,2.575000000E1
5.631742145E1,3.451250076E1,1.196250057E1,2.435000038E1
5.632748838E1,3.556250000E1,1.178750038E1,2.312500000E1
5.633755483E1,3.657500076E1,1.193750000E1,2.297500038E1
5.634762223E1,3.687500000E1,1.148750019E1,2.221249962E1
5.635768869E1,3.762500000E1,1.133750057E1,2.158749962E1
5.636774895E1,3.792499924E1,1.073750019E1,2.203750038E1
5.637781546E1,3.820000076E1,1.028750038E1,2.281250000E1
5.638788077E1,3.820000076E1,1.028750038E1,2.281250000E1
5.639794791E1,3.820000076E1,9.712500572E0,2.387500000E1
5.640801614E1,3.850000000E1,9.412500381E0,2.511250114E1
5.641808603E1,3.893750000E1,9.687500000E0,2.558749962E1
5.642814952E1,3.893750000E1,9.537500381E0,2.573750114E1
5.643821582E1,3.893750000E1,9.537500381E0,2.528750038E1
5.644828004E1,3.850000000E1,9.987500191E0,2.481250000E1
5.645834718E1,3.878750229E1,1.057499981E1,2.421249962E1
5.646841280E1,3.923749924E1,1.012500000E1,2.483749962E1
5.647848056E1,3.938750076E1,1.012500000E1,2.498750114E1
5.648854760E1,3.951250076E1,1.072500038E1,2.483749962E1
5.649861567E1,4.011249924E1,1.055000019E1,2.468750000E1
5.650868572E1,4.040000153E1,1.027500057E1,2.438750076E1
5.651875332E1,3.966250229E1,1.012500000E1,2.468750000E1
5.652882135E1,3.981250000E1,9.824999809E0,2.498750114E1
5.653888895E1,4.041250229E1,9.824999809E0,2.483749962E1
5.654895832E1,3.981250000E1,1.027500057E1,2.453750038E1
5.655902556E1,3.966250229E1,1.027500057E1,2.498750114E1
5.656909442E1,4.041250229E1,9.525000572E0,2.575000000E1
5.657915812E1,4.100000000E1,9.375000000E0,2.622500038E1
5.658922390E1,4.025000000E1,9.824999809E0,2.683749962E1
5.659929150E1,3.981250000E1,9.525000572E0,2.652499962E1
5.660935890E1,4.070000076E1,9.225000381E0,2.589999962E1
5.661942905E1,4.011249924E1,8.937500000E0,2.573750114E1
5.662949411E1,3.968750000E1,8.937500000E0,2.588750076E1
5.663955890E1,3.983750153E1,8.487500191E0,2.650000000E1
5.664962358E1,3.981250000E1,8.637499809E0,2.743750000E1
5.665969108E1,3.820000076E1,9.112500191E0,2.851250076E1
5.666976223E1,3.732500076E1,8.812500000E0,2.927499962E1
5.667983296E1,3.702500153E1,9.112500191E0,2.927499962E1
5.668989832E1,3.598749924E1,9.862500191E0,2.960000038E1
5.669996812E1,3.583750153E1,1.001249981E1,3.066250038E1
5.671003338E1,3.451250076E1,1.017500019E1,3.128750038E1
5.672010421E1,3.332500076E1,1.151249981E1,3.160000038E1
5.673016598E1,3.302500153E1,1.211250019E1,3.177499962E1
5.674023536E1,3.272500229E1,1.211250019E1,3.192500114E1
5.675030260E1,3.155000114E1,1.241250038E1,3.237500000E1
5.676036890E1,3.066250038E1,1.242500019E1,3.283750153E1
5.677043405E1,3.051250076E1,1.301249981E1,3.301250076E1
5.678049624E1,3.051250076E1,1.316250038E1,3.283750153E1
5.679056249E1,3.066250038E1,1.361250019E1,3.223749924E1
5.680063176E1,3.021249962E1,1.391250038E1,3.208750153E1
5.681069869E1,3.051250076E1,1.388749981E1,3.286249924E1
5.682076515E1,2.978750038E1,1.346250057E1,3.316250229E1
5.683082739E1,2.920000076E1,1.272500038E1,3.282500076E1
5.684089244E1,2.978750038E1,1.272500038E1,3.252500153E1
5.685095874E1,3.006250000E1,1.331250000E1,3.301250076E1
5.686102525E1,3.021249962E1,1.286250019E1,3.331250000E1
5.687109291E1,3.081250000E1,1.212500000E1,3.328750229E1
5.688116197E1,3.126250076E1,1.197500038E1,3.237500000E1
5.689122614E1,3.185000038E1,1.241250038E1,3.207500076E1
5.690129088E1,3.200000000E1,1.271250057E1,3.207500076E1
5.691135280E1,3.185000038E1,1.256250000E1,3.145000076E1
5.692141707E1,3.215000153E1,1.271250057E1,3.114999962E1
5.693147905E1,3.272500229E1,1.181250000E1,3.130000114E1
5.694154291E1,3.317499924E1,1.181250000E1,3.114999962E1
5.695160983E1,3.257500076E1,1.268750000E1,3.132500076E1
5.696167697E1,3.346250153E1,1.253750038E1,3.070000076E1
5.697174213E1,3.331250000E1,1.253750038E1,3.008749962E1
5.698180681E1,3.272500229E1,1.256250000E1,3.006250000E1
5.699187364E1,3.302500153E1,1.283750057E1,3.023750114E1
5.700193890E1,3.346250153E1,1.253750038E1,2.976250076E1
5.701200317E1,3.332500076E1,1.196250057E1,2.930000114E1
5.702207119E1,3.332500076E1,1.181250000E1,2.912500000E1
5.703213780E1,3.332500076E1,1.196250057E1,2.914999962E1
5.704220421E1,3.317499924E1,1.253750038E1,2.961250114E1
5.705227134E1,3.361249924E1,1.283750057E1,3.055000114E1
5.706233728E1,3.317499924E1,1.211250019E1,3.100000000E1
5.707240332E1,3.272500229E1,1.241250038E1,3.053750038E1
5.708246900E1,3.212500000E1,1.343750000E1,3.102499962E1
5.709253390E1,3.155000114E1,1.328750038E1,3.162500000E1
5.710259999E1,3.096249962E1,1.271250057E1,3.160000038E1
5.711266447E1,3.081250000E1,1.286250019E1,3.192500114E1
5.712273411E1,3.080000114E1,1.403750038E1,3.226250076E1
5.713280108E1,3.080000114E1,1.388749981E1,3.241250229E1
5.714286728E1,3.066250038E1,1.316250038E1,3.286249924E1
5.715293598E1,2.991250038E1,1.376249981E1,3.316250229E1
5.716300765E1,2.976250076E1,1.433750057E1,3.317499924E1
5.717307494E1,2.946249962E1,1.448750019E1,3.332500076E1
5.718314280E1,2.933749962E1,1.448750019E1,3.302500153E1
5.719321171E1,2.961250114E1,1.433750057E1,3.302500153E1
5.720327838E1,2.931250000E1,1.493750000E1,3.379999924E1
5.721334791E1,2.873750114E1,1.538749981E1,3.379999924E1
5.722341687E1,2.843750000E1,1.583750057E1,3.396250153E1
5.723348546E1,2.798750114E1,1.598750019E1,3.458750153E1
5.724355171E1,2.739999962E1,1.568750000E1,3.503750229E1
5.725361822E1,2.695000076E1,1.556250000E1,3.548749924E1
5.726368280E1,2.667500114E1,1.481250000E1,3.593750000E1
5.727374796E1,2.593750000E1,1.497500038E1,3.654999924E1
5.728381416E1,2.491250038E1,1.557499981E1,3.625000000E1
5.729387999E1,2.402499962E1,1.530000019E1,3.608750153E1
5.730394015E1,2.357500076E1,1.557499981E1,3.685000229E1
5.731400556E1,2.342500114E1,1.530000019E1,3.715000153E1
5.732406827E1,2.314999962E1,1.530000019E1,3.747500229E1
5.733413223E1,2.282500076E1,1.587500000E1,3.808750153E1
5.734419254E1,2.211250114E1,1.544999981E1,3.822500229E1
5.735425416E1,2.138750076E1,1.473750019E1,3.852500153E1
5.736431499E1,2.138750076E1,1.443750000E1,3.913750076E1
5.737438145E1,2.138750076E1,1.458750057E1,3.943750000E1
5.738444504E1,2.093750000E1,1.443750000E1,3.943750000E1
5.739451010E1,1.992500114E1,1.369999981E1,3.925000000E1
5.740457546E1,1.947500038E1,1.357499981E1,3.972500229E1
5.741464202E1,1.962500000E1,1.369999981E1,3.987500000E1
5.742470536E1,1.992500114E1,1.355000019E1,3.972500229E1
5.743476692E1,2.022500038E1,1.340000057E1,3.987500000E1
5.744483176E1,1.947500038E1,1.342500019E1,4.033750153E1
5.745489760E1,1.903750038E1,1.342500019E1,4.078750229E1
5.746496067E1,1.947500038E1,1.342500019E1,4.078750229E1
5.747502754E1,1.903750038E1,1.327500057E1,4.108750153E1
5.748509510E1,1.801250076E1,1.298750019E1,4.138750076E1
5.749516291E1,1.772500038E1,1.283750057E1,4.138750076E1
5.750522369E1,1.697500038E1,1.271250057E1,4.168750000E1
5.751528749E1,1.610000038E1,1.316250038E1,4.137500000E1
5.752534905E1,1.639999962E1,1.361250019E1,4.092499924E1
5.753541473E1,1.610000038E1,1.403750038E1,4.093750000E1
5.754547718E1,1.565000057E1,1.463749981E1,4.126250076E1
5.755554296E1,1.536250019E1,1.448750019E1,4.093750000E1
5.756560874E1,1.610000038E1,1.463749981E1,4.093750000E1
5.757567572E1,1.592500019E1,1.537500000E1,4.172500229E1
5.758573921E1,1.490000057E1,1.553750038E1,4.141250229E1
5.759580483E1,1.461250019E1,1.523750019E1,4.047500229E1
5.760587088E1,1.461250019E1,1.553750038E1,4.048749924E1
5.761593483E1,1.505000019E1,1.597500038E1,4.081250000E1
5.762599551E1,1.476249981E1,1.582499981E1,4.033750153E1
5.763605775E1,1.431250000E1,1.672500038E1,4.018750000E1
5.764611921E1,1.562500000E1,1.758749962E1,3.991250229E1
5.765617733E1,1.636250114E1,1.713750076E1,3.913750076E1
5.766624114E1,1.681250000E1,1.743750000E1,3.807500076E1
5.767630385E1,1.797500038E1,1.801250076E1,3.777500153E1
5.768636603E1,1.914999962E1,1.755000114E1,3.715000153E1
5.769643103E1,1.945000076E1,1.785000038E1,3.608750153E1
5.770649546E1,2.003750038E1,1.857500076E1,3.533750153E1
5.771656025E1,2.121249962E1,1.871249962E1,3.456250000E1
5.772662457E1,2.180000114E1,1.901250076E1,3.396250153E1
5.773669374E1,2.252499962E1,1.943750000E1,3.366250229E1
5.774676119E1,2.341250038E1,1.942500114E1,3.429999924E1
5.775682676E1,2.398750114E1,1.942500114E1,3.445000076E1
5.776688603E1,2.413750076E1,1.970000076E1,3.447500229E1
5.777695176E1,2.457500076E1,1.985000038E1,3.323749924E1
5.778701541E1,2.502499962E1,1.985000038E1,3.261249924E1
5.779707775E1,2.560000038E1,1.985000038E1,3.263750076E1
5.780714192E1,2.589999962E1,2.013750076E1,3.263750076E1
5.781720655E1,2.603750038E1,2.028750038E1,3.233750153E1
5.782727077E1,2.676250076E1,2.086250114E1,3.173750114E1
5.783733713E1,2.691250038E1,2.071249962E1,3.156250000E1
5.784740249E1,2.691250038E1,2.086250114E1,3.218750000E1
5.785746582E1,2.780000114E1,2.041250038E1,3.265000153E1
5.786752858E1,2.867500114E1,1.996249962E1,3.218750000E1
5.787759577E1,2.897500038E1,2.097500038E1,3.160000038E1
5.788765968E1,2.926250076E1,2.157500076E1,3.130000114E1
5.789771947E1,2.941250038E1,2.127499962E1,3.083749962E1
5.790778176E1,3.043750000E1,2.111250114E1,3.036250114E1
5.791784640E1,3.177499962E1,2.051250076E1,3.021249962E1
5.792791166E1,3.177499962E1,2.007500076E1,2.989999962E1
5.793797624E1,3.177499962E1,2.096249962E1,3.023750114E1
5.794803848E1,3.147500038E1,2.153750038E1,3.008749962E1
5.795810499E1,3.132500076E1,2.156250000E1,2.993750000E1
5.796817286E1,3.162500000E1,2.138750076E1,3.008749962E1
5.797823869E1,3.147500038E1,2.198750114E1,2.963750076E1
5.798830056E1,3.117500114E1,2.198750114E1,2.931250000E1
5.799836640E1,3.072500038E1,2.213750076E1,2.931250000E1
5.800843364E1,3.043750000E1,2.243750000E1,2.946249962E1
5.801849858E1,2.956250000E1,2.201250076E1,3.006250000E1
5.802855858E1,2.911250114E1,2.112500000E1,3.113750076E1
5.803862520E1,2.807500076E1,2.142500114E1,3.189999962E1
5.804868411E1,2.735000038E1,2.217500114E1,3.192500114E1
5.805874885E1,2.705000114E1,2.262500000E1,3.177499962E1
5.806881202E1,2.586250114E1,2.367500114E1,3.223749924E1
5.807887020E1,2.438750076E1,2.412500000E1,3.316250229E1
5.808893468E1,2.364999962E1,2.385000038E1,3.361249924E1
5.809899885E1,2.292500114E1,2.385000038E1,3.361249924E1
5.810905827E1,2.232500076E1,2.414999962E1,3.361249924E1
5.811911806E1,2.203750038E1,2.430000114E1,3.376250076E1
